2024/04/02 14:31:00;10
2024/04/02 14:30:00;5
2024/04/02 00:20:00;0
2024/04/02 00:20:00;1
2024/04/02 00:20:00;42
2024-05-22 23:46:27;75.26881720430107
2024-05-22 23:46:29;75.65982404692082
2024-05-22 23:46:32;76.44183773216031
2024-05-22 23:46:34;77.61485826001955
2024-05-22 23:46:36;78.00586510263929
2024-05-22 23:47:21;77.61
2024-05-22 23:47:23;78.01
2024-05-22 23:47:26;78.01
2024-05-22 23:47:28;77.61
2024-05-22 23:47:30;77.61
2024-05-22 23:47:33;77.22
2024-05-22 23:47:35;76.05
2024-05-22 23:47:37;75.66
2024-05-22 23:47:39;74.49
2024-05-22 23:47:42;73.70
2024-05-22 23:47:44;72.92
2024-05-22 23:47:46;71.75
2024-05-22 23:47:49;71.75
2024-05-22 23:47:51;71.75
2024-05-22 23:47:53;72.14
2024-05-22 23:47:56;72.53
2024-05-22 23:47:58;72.92
2024-05-22 23:48:00;74.10
2024-05-22 23:48:03;74.88
2024-05-22 23:48:05;76.05
2024-05-22 23:48:07;76.83
2024-05-22 23:48:10;77.22
2024-05-22 23:48:12;78.01
2024-05-22 23:48:14;78.01
2024-05-22 23:48:16;78.01
2024-05-22 23:48:19;77.22
2024-05-22 23:48:21;76.83
2024-05-22 23:57:17;74.10
2024-05-22 23:57:19;73.31
2024-05-22 23:57:22;72.14
2024-05-22 23:57:24;71.75
2024-05-22 23:57:26;71.36
2024-05-22 23:57:28;71.75
2024-05-22 23:57:31;72.14
2024-05-22 23:57:33;72.92
2024-05-22 23:57:35;73.70
2024-05-22 23:57:38;74.49
2024-05-24 20:16:19;77.61
2024-05-24 20:16:22;77.22
2024-05-24 20:16:24;76.05
2024-05-24 20:16:27;74.88
2024-05-24 20:16:30;74.49
2024-05-24 20:16:32;73.31
2024-05-24 20:16:35;72.14
2024-05-24 20:17:00;77.61
2024-05-24 20:17:46;77.22
2024-05-24 20:19:04;71.36
2024-05-24 20:19:06;71.75
2024-05-24 20:19:50;71.75
2024-05-24 20:19:53;71.75
2024-05-24 20:19:56;72.14
2024-05-24 20:19:59;72.92
2024-05-24 20:20:02;73.70
2024-05-24 20:20:04;74.88
2024-05-24 20:20:07;75.66
2024-05-24 20:20:16;78.01
2024-05-24 20:20:26;75.66
2024-05-24 20:20:35;72.92
2024-05-24 20:20:41;71.36
2024-05-24 20:20:43;72.14
2024-05-24 20:21:00;77.61
2024-05-24 20:21:03;78.01
2024-05-24 20:21:16;75.27
2024-05-24 20:22:07;74.10
2024-05-24 20:22:40;78.01
2024-05-24 20:25:21;73.31
2024-05-24 20:25:24;72.14
2024-05-24 20:25:26;71.75
2024-05-24 20:25:57;77.22
2024-05-24 20:26:03;75.66
2024-05-24 20:26:42;78.01
2024-05-24 20:27:23;76.83
2024-05-24 20:27:26;77.61
2024-05-24 20:27:28;78.01
2024-05-24 20:28:10;76.44
2024-05-24 20:28:13;77.61
2024-05-24 20:28:16;78.01
2024-05-24 20:28:29;75.27
2024-05-24 20:28:36;72.14
2024-05-24 20:28:39;71.75
2024-05-24 20:28:46;72.14
2024-05-24 20:28:48;72.92
2024-05-24 20:28:54;75.27
2024-05-24 20:29:00;77.22
2024-05-24 20:29:03;78.01
2024-05-24 20:29:12;76.83
2024-05-24 20:34:11;73.31
2024-05-24 20:34:13;72.14
